symbol,date,open,high,low,close,volume
aapl,2023-03-08 09:54:00-05:00,152.47500610351562,152.52999877929688,152.42999267578125,152.4600067138672,95393.0
aapl,2023-03-08 09:55:00-05:00,152.4600067138672,152.6699981689453,152.44000244140625,152.60000610351562,144797.0
aapl,2023-03-08 09:56:00-05:00,152.61000061035156,152.63999938964844,152.5500030517578,152.57000732421875,109825.0
aapl,2023-03-08 09:57:00-05:00,152.57000732421875,152.83999633789062,152.52999877929688,152.80999755859375,203153.0
aapl,2023-03-08 09:58:00-05:00,152.80599975585938,152.86000061035156,152.74000549316406,152.77999877929688,141719.0
aapl,2023-03-08 09:59:00-05:00,152.77999877929688,152.7899932861328,152.6300048828125,152.64999389648438,151886.0
aapl,2023-03-08 10:00:00-05:00,152.66000366210938,152.7899932861328,152.08999633789062,152.22959899902344,532524.0
aapl,2023-03-08 10:01:00-05:00,152.2100067138672,152.2100067138672,151.8300018310547,151.92010498046875,325572.0
aapl,2023-03-08 10:02:00-05:00,151.9199981689453,152.35000610351562,151.83999633789062,152.30999755859375,207280.0
aapl,2023-03-08 10:03:00-05:00,152.32989501953125,152.4600067138672,152.1300048828125,152.20989990234375,248937.0
aapl,2023-03-08 10:04:00-05:00,152.22000122070312,152.5,152.17999267578125,152.35000610351562,144309.0
aapl,2023-03-08 10:05:00-05:00,152.35000610351562,152.44000244140625,152.29049682617188,152.30999755859375,127587.0
aapl,2023-03-08 10:06:00-05:00,152.3000030517578,152.33999633789062,152.17999267578125,152.27000427246094,158087.0
aapl,2023-03-08 10:07:00-05:00,152.25999450683594,152.44000244140625,152.14999389648438,152.39999389648438,163254.0
aapl,2023-03-08 10:08:00-05:00,152.39999389648438,152.43499755859375,152.25,152.25,108762.0
aapl,2023-03-08 10:09:00-05:00,152.2772979736328,152.69000244140625,152.18499755859375,152.5399932861328,209667.0
aapl,2023-03-08 10:10:00-05:00,152.55999755859375,152.8000030517578,152.49000549316406,152.75,190858.0
aapl,2023-03-08 10:11:00-05:00,152.75999450683594,152.89999389648438,152.5800018310547,152.63999938964844,202913.0
aapl,2023-03-08 10:12:00-05:00,152.6699981689453,152.88999938964844,152.59500122070312,152.85569763183594,158651.0
aapl,2023-03-08 10:13:00-05:00,152.85000610351562,152.9199981689453,152.6699981689453,152.7100067138672,151275.0
aapl,2023-03-08 10:14:00-05:00,152.69000244140625,152.75,152.55999755859375,152.67999267578125,121064.0
aapl,2023-03-08 10:15:00-05:00,152.69000244140625,152.73849487304688,152.52000427246094,152.5500030517578,133606.0
aapl,2023-03-08 10:16:00-05:00,152.5330047607422,152.60000610351562,152.4499969482422,152.52000427246094,128619.0
aapl,2023-03-08 10:17:00-05:00,152.5137939453125,152.6199951171875,152.5,152.5800018310547,79758.0
aapl,2023-03-08 10:18:00-05:00,152.5800018310547,152.66990661621094,152.33999633789062,152.37449645996094,141371.0
aapl,2023-03-08 10:19:00-05:00,152.3800048828125,152.4600067138672,152.35580444335938,152.4499969482422,89437.0
aapl,2023-03-08 10:20:00-05:00,152.47999572753906,152.5399932861328,152.3665008544922,152.3800048828125,128675.0
aapl,2023-03-08 10:21:00-05:00,152.37359619140625,152.3800048828125,152.17999267578125,152.3000030517578,146782.0
aapl,2023-03-08 10:22:00-05:00,152.30999755859375,152.77999877929688,152.27999877929688,152.66000366210938,224581.0
aapl,2023-03-08 10:23:00-05:00,152.64999389648438,152.97059631347656,152.5800018310547,152.97059631347656,213760.0
aapl,2023-03-08 10:24:00-05:00,152.97999572753906,153.0399932861328,152.8800048828125,152.9512939453125,367150.0
aapl,2023-03-08 10:25:00-05:00,152.9499969482422,152.9799041748047,152.72999572753906,152.85000610351562,179218.0
aapl,2023-03-08 10:26:00-05:00,152.8699951171875,152.94000244140625,152.72000122070312,152.86000061035156,143486.0
aapl,2023-03-08 10:27:00-05:00,152.85499572753906,152.91990661621094,152.66000366210938,152.6999969482422,132903.0
aapl,2023-03-08 10:28:00-05:00,152.75999450683594,152.75999450683594,152.55999755859375,152.7100067138672,117057.0
aapl,2023-03-08 10:29:00-05:00,152.72000122070312,152.7799072265625,152.6199951171875,152.6392059326172,80831.0
aapl,2023-03-08 10:30:00-05:00,152.63999938964844,152.7100067138672,152.52000427246094,152.66000366210938,103301.0
aapl,2023-03-08 10:31:00-05:00,152.6699981689453,152.9499969482422,152.64999389648438,152.6999969482422,202703.0
aapl,2023-03-08 10:32:00-05:00,152.7100067138672,152.82000732421875,152.61500549316406,152.7899932861328,138835.0
aapl,2023-03-08 10:33:00-05:00,152.77999877929688,153.02000427246094,152.76010131835938,153.00999450683594,220342.0
aapl,2023-03-08 10:34:00-05:00,153.00010681152344,153.13999938964844,152.9600067138672,153.09210205078125,241407.0
aapl,2023-03-08 10:35:00-05:00,153.10000610351562,153.14999389648438,153.0,153.1199951171875,137224.0
aapl,2023-03-08 10:36:00-05:00,153.11000061035156,153.2100067138672,153.0500030517578,153.11480712890625,147495.0
aapl,2023-03-08 10:37:00-05:00,153.1199951171875,153.19000244140625,152.9499969482422,152.9499969482422,111016.0
aapl,2023-03-08 10:38:00-05:00,152.9499969482422,153.11000061035156,152.94000244140625,153.06399536132812,87873.0
aapl,2023-03-08 10:39:00-05:00,153.10000610351562,153.13999938964844,152.86000061035156,152.92520141601562,163012.0
aapl,2023-03-08 10:40:00-05:00,152.9250030517578,152.97999572753906,152.8300018310547,152.89129638671875,110802.0
aapl,2023-03-08 10:41:00-05:00,152.91000366210938,152.9199981689453,152.77000427246094,152.8800048828125,97232.0
aapl,2023-03-08 10:42:00-05:00,152.87069702148438,152.99000549316406,152.86000061035156,152.8800048828125,66463.0
aapl,2023-03-08 10:43:00-05:00,152.88999938964844,152.9199981689453,152.82000732421875,152.83999633789062,66437.0
aapl,2023-03-08 10:44:00-05:00,152.8300018310547,152.89999389648438,152.7899932861328,152.8699951171875,63064.0
aapl,2023-03-08 10:45:00-05:00,152.8300018310547,152.83999633789062,152.72999572753906,152.80499267578125,118028.0
aapl,2023-03-08 10:46:00-05:00,152.82000732421875,152.83999633789062,152.67999267578125,152.72000122070312,92516.0
aapl,2023-03-08 10:47:00-05:00,152.72000122070312,152.83999633789062,152.61000061035156,152.64999389648438,115289.0
aapl,2023-03-08 10:48:00-05:00,152.63999938964844,152.66600036621094,152.55859375,152.5749969482422,97522.0
aapl,2023-03-08 10:49:00-05:00,152.57000732421875,152.57000732421875,152.36000061035156,152.39999389648438,138066.0
aapl,2023-03-08 10:50:00-05:00,152.41000366210938,152.57000732421875,152.3300018310547,152.52999877929688,156513.0
aapl,2023-03-08 10:51:00-05:00,152.5399932861328,152.60000610351562,152.36000061035156,152.41600036621094,102133.0
aapl,2023-03-08 10:52:00-05:00,152.38999938964844,152.44000244140625,152.3300018310547,152.38999938964844,102539.0
aapl,2023-03-08 10:53:00-05:00,152.38999938964844,152.5500030517578,152.36959838867188,152.4600067138672,101834.0
aapl,2023-03-08 10:54:00-05:00,152.47000122070312,152.576904296875,152.47000122070312,152.5413055419922,74864.0
aapl,2023-03-08 10:55:00-05:00,152.5500030517578,152.58900451660156,152.5023956298828,152.56500244140625,63497.0
aapl,2023-03-08 10:56:00-05:00,152.56820678710938,152.61000061035156,152.5200958251953,152.5500030517578,64803.0
aapl,2023-03-08 10:57:00-05:00,152.5500946044922,152.55999755859375,152.47999572753906,152.52999877929688,82495.0
aapl,2023-03-08 10:58:00-05:00,152.52000427246094,152.65989685058594,152.52000427246094,152.5850067138672,100445.0
aapl,2023-03-08 10:59:00-05:00,152.58009338378906,152.64990234375,152.5648956298828,152.61000061035156,73760.0
aapl,2023-03-08 11:00:00-05:00,152.60000610351562,152.67999267578125,152.5500030517578,152.65589904785156,88691.0
aapl,2023-03-08 11:01:00-05:00,152.64999389648438,152.64999389648438,152.52999877929688,152.59860229492188,72731.0
aapl,2023-03-08 11:02:00-05:00,152.59500122070312,152.61000061035156,152.5,152.57110595703125,56127.0
aapl,2023-03-08 11:03:00-05:00,152.57000732421875,152.75999450683594,152.57000732421875,152.72000122070312,92293.0
aapl,2023-03-08 11:04:00-05:00,152.71499633789062,152.72509765625,152.61000061035156,152.65589904785156,55191.0
aapl,2023-03-08 11:05:00-05:00,152.6699981689453,152.83999633789062,152.6614990234375,152.83999633789062,105487.0
aapl,2023-03-08 11:06:00-05:00,152.83349609375,152.9199981689453,152.8249969482422,152.86000061035156,115609.0
aapl,2023-03-08 11:07:00-05:00,152.86000061035156,152.96499633789062,152.8300018310547,152.94000244140625,148073.0
aapl,2023-03-08 11:08:00-05:00,152.93499755859375,153.02000427246094,152.85000610351562,152.90919494628906,181308.0
aapl,2023-03-08 11:09:00-05:00,152.91000366210938,152.91000366210938,152.8000030517578,152.8300018310547,94424.0
aapl,2023-03-08 11:10:00-05:00,152.8300018310547,152.9199981689453,152.80999755859375,152.90499877929688,47035.0
aapl,2023-03-08 11:11:00-05:00,152.8957061767578,152.89999389648438,152.8300018310547,152.85000610351562,91089.0
aapl,2023-03-08 11:12:00-05:00,152.84500122070312,152.85009765625,152.67999267578125,152.82000732421875,113613.0
aapl,2023-03-08 11:13:00-05:00,152.82000732421875,152.90989685058594,152.81199645996094,152.89010620117188,83784.0
aapl,2023-03-08 11:14:00-05:00,152.91000366210938,152.91990661621094,152.80999755859375,152.85000610351562,58128.0
aapl,2023-03-08 11:15:00-05:00,152.83999633789062,152.89500427246094,152.80999755859375,152.88670349121094,60845.0
aapl,2023-03-08 11:16:00-05:00,152.88999938964844,152.92999267578125,152.77999877929688,152.8000030517578,82072.0
aapl,2023-03-08 11:17:00-05:00,152.7978057861328,152.82000732421875,152.75,152.77999877929688,56752.0
aapl,2023-03-08 11:18:00-05:00,152.77499389648438,152.77499389648438,152.66000366210938,152.75999450683594,74187.0
aapl,2023-03-08 11:19:00-05:00,152.7550048828125,152.82000732421875,152.69000244140625,152.71949768066406,59397.0
aapl,2023-03-08 11:20:00-05:00,152.7100067138672,152.72999572753906,152.64259338378906,152.69000244140625,60776.0
aapl,2023-03-08 11:21:00-05:00,152.69009399414062,152.77999877929688,152.6699981689453,152.7100067138672,75178.0
aapl,2023-03-08 11:22:00-05:00,152.7100067138672,152.75999450683594,152.67999267578125,152.6999969482422,65387.0
aapl,2023-03-08 11:23:00-05:00,152.6999969482422,152.75,152.66000366210938,152.73500061035156,58485.0
aapl,2023-03-08 11:24:00-05:00,152.74000549316406,152.75999450683594,152.63999938964844,152.64999389648438,69718.0
aapl,2023-03-08 11:25:00-05:00,152.64999389648438,152.67999267578125,152.57000732421875,152.6699981689453,104813.0
aapl,2023-03-08 11:26:00-05:00,152.67999267578125,152.72000122070312,152.63999938964844,152.64500427246094,63477.0
aapl,2023-03-08 11:27:00-05:00,152.64999389648438,152.72999572753906,152.6300048828125,152.67999267578125,48366.0
aapl,2023-03-08 11:28:00-05:00,152.6699981689453,152.6699981689453,152.5500030517578,152.60000610351562,57896.0
aapl,2023-03-08 11:29:00-05:00,152.60000610351562,152.61000061035156,152.5,152.58999633789062,111632.0
aapl,2023-03-08 11:30:00-05:00,152.60000610351562,152.61500549316406,152.47000122070312,152.4792938232422,92713.0
aapl,2023-03-08 11:31:00-05:00,152.4868927001953,152.49000549316406,152.35000610351562,152.485107421875,139119.0
aapl,2023-03-08 11:32:00-05:00,152.4600067138672,152.5198974609375,152.42999267578125,152.48899841308594,90666.0
aapl,2023-03-08 11:33:00-05:00,152.47999572753906,152.56500244140625,152.44000244140625,152.5435028076172,96343.0
aapl,2023-03-08 11:34:00-05:00,152.5399932861328,152.5500030517578,152.47999572753906,152.51919555664062,74904.0
aapl,2023-03-08 11:35:00-05:00,152.51119995117188,152.51849365234375,152.3800048828125,152.47000122070312,190034.0
aapl,2023-03-08 11:36:00-05:00,152.47000122070312,152.5,152.41009521484375,152.47000122070312,107047.0
aapl,2023-03-08 11:37:00-05:00,152.4600067138672,152.5,152.44000244140625,152.47000122070312,63382.0
aapl,2023-03-08 11:38:00-05:00,152.4810028076172,152.5850067138672,152.4550018310547,152.57000732421875,73333.0
aapl,2023-03-08 11:39:00-05:00,152.58999633789062,152.69000244140625,152.58999633789062,152.69000244140625,82338.0
aapl,2023-03-08 11:40:00-05:00,152.69000244140625,152.75999450683594,152.6842041015625,152.75289916992188,115932.0
aapl,2023-03-08 11:41:00-05:00,152.75,152.94000244140625,152.74009704589844,152.94000244140625,101078.0
aapl,2023-03-08 11:42:00-05:00,152.93499755859375,152.97999572753906,152.9149932861328,152.9600067138672,102573.0
aapl,2023-03-08 11:43:00-05:00,152.9600067138672,153.05999755859375,152.9600067138672,152.99339294433594,127135.0
aapl,2023-03-08 11:44:00-05:00,153.0,153.0050048828125,152.92999267578125,152.94000244140625,76532.0
aapl,2023-03-08 11:45:00-05:00,152.92999267578125,152.976806640625,152.8800048828125,152.9149932861328,80790.0
aapl,2023-03-08 11:46:00-05:00,152.91749572753906,153.02000427246094,152.89999389648438,152.93499755859375,94558.0
aapl,2023-03-08 11:47:00-05:00,152.93899536132812,153.02000427246094,152.92999267578125,153.0050048828125,60799.0
aapl,2023-03-08 11:48:00-05:00,153.0050048828125,153.3000030517578,153.0,153.24000549316406,256167.0
aapl,2023-03-08 11:49:00-05:00,153.22999572753906,153.38999938964844,153.2100067138672,153.3800048828125,137626.0
aapl,2023-03-08 11:50:00-05:00,153.3780059814453,153.4199981689453,153.27000427246094,153.35000610351562,112672.0
aapl,2023-03-08 11:51:00-05:00,153.35499572753906,153.4499969482422,153.3094940185547,153.4499969482422,97550.0
aapl,2023-03-08 11:52:00-05:00,153.4550018310547,153.47000122070312,153.32000732421875,153.3300018310547,158584.0
aapl,2023-03-08 11:53:00-05:00,153.33999633789062,153.4199981689453,153.3300018310547,153.38499450683594,92993.0
aapl,2023-03-08 11:54:00-05:00,153.38499450683594,153.39999389648438,153.3300018310547,153.33999633789062,54021.0
aapl,2023-03-08 11:55:00-05:00,153.33999633789062,153.3699951171875,153.27999877929688,153.27999877929688,90943.0
aapl,2023-03-08 11:56:00-05:00,153.2899932861328,153.3699951171875,153.25,153.32000732421875,84931.0
aapl,2023-03-08 11:57:00-05:00,153.335205078125,153.33999633789062,153.2949981689453,153.3365936279297,64507.0
aapl,2023-03-08 11:58:00-05:00,153.33999633789062,153.36000061035156,153.26600646972656,153.28500366210938,105080.0
aapl,2023-03-08 11:59:00-05:00,153.2899932861328,153.35000610351562,153.24000549316406,153.33999633789062,75418.0
aapl,2023-03-08 12:00:00-05:00,153.35000610351562,153.41000366210938,153.35000610351562,153.36000061035156,154805.0
aapl,2023-03-08 12:01:00-05:00,153.35000610351562,153.36000061035156,153.2899932861328,153.3199005126953,61819.0
aapl,2023-03-08 12:02:00-05:00,153.31500244140625,153.35000610351562,153.27000427246094,153.27000427246094,90262.0
aapl,2023-03-08 12:03:00-05:00,153.27999877929688,153.3000030517578,153.22999572753906,153.24000549316406,72222.0
aapl,2023-03-08 12:04:00-05:00,153.24000549316406,153.25790405273438,153.2100067138672,153.22000122070312,55481.0
aapl,2023-03-08 12:05:00-05:00,153.22999572753906,153.2834014892578,153.2100067138672,153.2174072265625,47355.0
aapl,2023-03-08 12:06:00-05:00,153.21640014648438,153.21640014648438,153.0800018310547,153.1300048828125,173898.0
aapl,2023-03-08 12:07:00-05:00,153.13499450683594,153.13999938964844,152.97999572753906,153.07000732421875,127287.0
aapl,2023-03-08 12:08:00-05:00,153.05999755859375,153.0800018310547,152.94000244140625,152.97000122070312,87871.0
aapl,2023-03-08 12:09:00-05:00,152.9600067138672,153.0500030517578,152.9600067138672,152.99620056152344,56899.0
aapl,2023-03-08 12:10:00-05:00,153.00999450683594,153.0399932861328,152.97000122070312,153.00999450683594,58075.0
aapl,2023-03-08 12:11:00-05:00,153.00860595703125,153.00999450683594,152.91000366210938,152.94549560546875,58210.0
aapl,2023-03-08 12:12:00-05:00,152.9499969482422,152.9499969482422,152.7550048828125,152.8000030517578,122840.0
aapl,2023-03-08 12:13:00-05:00,152.8000030517578,152.85470581054688,152.72000122070312,152.8000030517578,140474.0
aapl,2023-03-08 12:14:00-05:00,152.80499267578125,152.80999755859375,152.75999450683594,152.7949981689453,70774.0
aapl,2023-03-08 12:15:00-05:00,152.79800415039062,152.80999755859375,152.71499633789062,152.73500061035156,90912.0
aapl,2023-03-08 12:16:00-05:00,152.72999572753906,152.80999755859375,152.67999267578125,152.78500366210938,79605.0
aapl,2023-03-08 12:17:00-05:00,152.77999877929688,152.82989501953125,152.72999572753906,152.7902069091797,68088.0
aapl,2023-03-08 12:18:00-05:00,152.78700256347656,152.88999938964844,152.77000427246094,152.8800048828125,66588.0
aapl,2023-03-08 12:19:00-05:00,152.88499450683594,152.9499969482422,152.86990356445312,152.91990661621094,90342.0
aapl,2023-03-08 12:20:00-05:00,152.91659545898438,152.9199981689453,152.8300018310547,152.89500427246094,49979.0
aapl,2023-03-08 12:21:00-05:00,152.90570068359375,152.92999267578125,152.85000610351562,152.8800048828125,42503.0
aapl,2023-03-08 12:22:00-05:00,152.87570190429688,152.87570190429688,152.7899932861328,152.84010314941406,58493.0
aapl,2023-03-08 12:23:00-05:00,152.85000610351562,152.889892578125,152.8249969482422,152.84500122070312,40181.0
aapl,2023-03-08 12:24:00-05:00,152.83999633789062,152.89999389648438,152.80999755859375,152.8699951171875,44847.0
aapl,2023-03-08 12:25:00-05:00,152.86000061035156,152.889892578125,152.8300018310547,152.85000610351562,27426.0
aapl,2023-03-08 12:26:00-05:00,152.85000610351562,152.8800048828125,152.80999755859375,152.85240173339844,43599.0
aapl,2023-03-08 12:27:00-05:00,152.86000061035156,152.91000366210938,152.85000610351562,152.89999389648438,43332.0
aapl,2023-03-08 12:28:00-05:00,152.88999938964844,152.88999938964844,152.7100067138672,152.73129272460938,114226.0
aapl,2023-03-08 12:29:00-05:00,152.74000549316406,152.7799072265625,152.7100067138672,152.75,90157.0
aapl,2023-03-08 12:30:00-05:00,152.72999572753906,152.74000549316406,152.64999389648438,152.6999969482422,76233.0
aapl,2023-03-08 12:31:00-05:00,152.7100067138672,152.72000122070312,152.5500030517578,152.58999633789062,126023.0
aapl,2023-03-08 12:32:00-05:00,152.58999633789062,152.59500122070312,152.35000610351562,152.48269653320312,175607.0
aapl,2023-03-08 12:33:00-05:00,152.49000549316406,152.69000244140625,152.48500061035156,152.6699981689453,114421.0
aapl,2023-03-08 12:34:00-05:00,152.67999267578125,152.72000122070312,152.625,152.71009826660156,101145.0
aapl,2023-03-08 12:35:00-05:00,152.72000122070312,152.8000030517578,152.64999389648438,152.76499938964844,108466.0
aapl,2023-03-08 12:36:00-05:00,152.76400756835938,152.86590576171875,152.75999450683594,152.85000610351562,81797.0
aapl,2023-03-08 12:37:00-05:00,152.84530639648438,152.89500427246094,152.83009338378906,152.85000610351562,86383.0
aapl,2023-03-08 12:38:00-05:00,152.86000061035156,152.89999389648438,152.82000732421875,152.8946990966797,62825.0
aapl,2023-03-08 12:39:00-05:00,152.89999389648438,152.9199981689453,152.8000030517578,152.85000610351562,75295.0
aapl,2023-03-08 12:40:00-05:00,152.85000610351562,152.97999572753906,152.80999755859375,152.9700927734375,99853.0
aapl,2023-03-08 12:41:00-05:00,152.97000122070312,152.9781951904297,152.8800048828125,152.90989685058594,66476.0
aapl,2023-03-08 12:42:00-05:00,152.91000366210938,153.01100158691406,152.91000366210938,153.00999450683594,81424.0
aapl,2023-03-08 12:43:00-05:00,153.00999450683594,153.0399932861328,152.9600067138672,153.0399932861328,68633.0
aapl,2023-03-08 12:44:00-05:00,153.0399932861328,153.05499267578125,152.97999572753906,153.0,75839.0
aapl,2023-03-08 12:45:00-05:00,152.9949951171875,153.0399932861328,152.97500610351562,153.0050048828125,60645.0
aapl,2023-03-08 12:46:00-05:00,153.00999450683594,153.0399932861328,152.9600067138672,152.98190307617188,57167.0
aapl,2023-03-08 12:47:00-05:00,152.99000549316406,153.0,152.9199981689453,152.92300415039062,59574.0
aapl,2023-03-08 12:48:00-05:00,152.9199981689453,152.9199981689453,152.82000732421875,152.91000366210938,77763.0
aapl,2023-03-08 12:49:00-05:00,152.91000366210938,152.94070434570312,152.85009765625,152.94070434570312,68050.0
aapl,2023-03-08 12:50:00-05:00,152.94000244140625,152.9600067138672,152.8800048828125,152.9199981689453,42467.0
aapl,2023-03-08 12:51:00-05:00,152.9398956298828,152.94000244140625,152.8300018310547,152.87030029296875,47018.0
aapl,2023-03-08 12:52:00-05:00,152.8699951171875,152.88999938964844,152.8300018310547,152.83999633789062,50645.0
aapl,2023-03-08 12:53:00-05:00,152.83999633789062,152.8699951171875,152.7899932861328,152.7899932861328,37453.0
aapl,2023-03-08 12:54:00-05:00,152.7949981689453,152.83999633789062,152.6999969482422,152.7949981689453,95303.0
aapl,2023-03-08 12:55:00-05:00,152.79600524902344,152.80999755859375,152.6699981689453,152.67999267578125,88095.0
aapl,2023-03-08 12:56:00-05:00,152.67990112304688,152.72999572753906,152.61000061035156,152.72999572753906,86452.0
aapl,2023-03-08 12:57:00-05:00,152.72999572753906,152.80999755859375,152.69500732421875,152.8022003173828,77360.0
aapl,2023-03-08 12:58:00-05:00,152.80419921875,152.82989501953125,152.75999450683594,152.77000427246094,62753.0
aapl,2023-03-08 12:59:00-05:00,152.75999450683594,152.83999633789062,152.73170471191406,152.8300018310547,52227.0
aapl,2023-03-08 13:00:00-05:00,152.83999633789062,152.91000366210938,152.75999450683594,152.9001007080078,66311.0
aapl,2023-03-08 13:01:00-05:00,152.91000366210938,152.94009399414062,152.85000610351562,152.9149932861328,76597.0
aapl,2023-03-08 13:02:00-05:00,152.9149932861328,152.9199981689453,152.63499450683594,152.67999267578125,179558.0
aapl,2023-03-08 13:03:00-05:00,152.69000244140625,152.83999633789062,152.60000610351562,152.83999633789062,102834.0
aapl,2023-03-08 13:04:00-05:00,152.83999633789062,152.88099670410156,152.6699981689453,152.6999969482422,77288.0
aapl,2023-03-08 13:05:00-05:00,152.7100067138672,152.77000427246094,152.6699981689453,152.7100067138672,40652.0
aapl,2023-03-08 13:06:00-05:00,152.72999572753906,152.79150390625,152.66000366210938,152.79150390625,49935.0
aapl,2023-03-08 13:07:00-05:00,152.78500366210938,152.86000061035156,152.72000122070312,152.7899932861328,94952.0
aapl,2023-03-08 13:08:00-05:00,152.78500366210938,152.7852020263672,152.57000732421875,152.60000610351562,82251.0
aapl,2023-03-08 13:09:00-05:00,152.59500122070312,152.64999389648438,152.5399932861328,152.55999755859375,87321.0
aapl,2023-03-08 13:10:00-05:00,152.56500244140625,152.5800018310547,152.50999450683594,152.53759765625,61647.0
aapl,2023-03-08 13:11:00-05:00,152.52999877929688,152.52999877929688,152.41000366210938,152.50599670410156,117142.0
aapl,2023-03-08 13:12:00-05:00,152.5,152.58419799804688,152.47999572753906,152.52000427246094,59805.0
aapl,2023-03-08 13:13:00-05:00,152.52000427246094,152.64500427246094,152.5,152.64019775390625,61165.0
aapl,2023-03-08 13:14:00-05:00,152.63839721679688,152.72109985351562,152.57000732421875,152.57000732421875,72021.0
aapl,2023-03-08 13:15:00-05:00,152.57000732421875,152.6300048828125,152.47999572753906,152.625,74314.0
aapl,2023-03-08 13:16:00-05:00,152.6300048828125,152.64999389648438,152.50999450683594,152.55999755859375,48131.0
aapl,2023-03-08 13:17:00-05:00,152.5500946044922,152.57000732421875,152.3699951171875,152.41879272460938,114770.0
aapl,2023-03-08 13:18:00-05:00,152.41000366210938,152.5,152.39999389648438,152.49000549316406,47716.0
aapl,2023-03-08 13:19:00-05:00,152.49000549316406,152.5500030517578,152.44000244140625,152.49850463867188,56054.0
aapl,2023-03-08 13:20:00-05:00,152.5,152.5,152.4199981689453,152.4499969482422,48184.0
aapl,2023-03-08 13:21:00-05:00,152.4499969482422,152.5399932861328,152.4499969482422,152.49000549316406,53954.0
aapl,2023-03-08 13:22:00-05:00,152.48880004882812,152.5500030517578,152.4788055419922,152.5399932861328,42214.0
aapl,2023-03-08 13:23:00-05:00,152.5489044189453,152.5500030517578,152.4700927734375,152.52000427246094,65712.0
aapl,2023-03-08 13:24:00-05:00,152.52000427246094,152.57000732421875,152.50999450683594,152.52999877929688,57513.0
aapl,2023-03-08 13:25:00-05:00,152.52000427246094,152.52999877929688,152.42999267578125,152.47909545898438,48665.0
aapl,2023-03-08 13:26:00-05:00,152.47000122070312,152.5,152.38009643554688,152.42999267578125,52171.0
aapl,2023-03-08 13:27:00-05:00,152.4199981689453,152.44000244140625,152.35560607910156,152.41000366210938,47627.0
aapl,2023-03-08 13:28:00-05:00,152.4250030517578,152.4586944580078,152.27999877929688,152.2949981689453,93634.0
aapl,2023-03-08 13:29:00-05:00,152.2978973388672,152.33999633789062,152.25,152.3350067138672,86890.0
aapl,2023-03-08 13:30:00-05:00,152.33999633789062,152.33999633789062,152.22000122070312,152.2449951171875,76178.0
aapl,2023-03-08 13:31:00-05:00,152.26499938964844,152.3699951171875,152.2465057373047,152.3699951171875,71218.0
aapl,2023-03-08 13:32:00-05:00,152.3686981201172,152.41000366210938,152.3300018310547,152.36000061035156,55202.0
